section,category,description,region,date,metric,value
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-23,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-24,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-24,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-24,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-24,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-24,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-25,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-25,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-25,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-25,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-25,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-26,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-26,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-26,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-26,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-26,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-27,ICU Hospital Beds in Use,13
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-27,Percent of ICU Hospital Beds in Use,0.93
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-27,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-27,Percent of Available ICU Hospital Beds,0.07
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-27,ICU Hospital Beds Available,1
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-28,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-28,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-28,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-28,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,Southwest,2020-11-28,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,West,2020-10-30,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2020-10-30,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,West,2020-10-30,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-10-30,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,West,2020-10-30,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2020-10-31,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,West,2020-10-31,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Regional Level ICU,Regional Map,West,2020-10-31,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-10-31,Percent of Available ICU Hospital Beds,0.33
Hospital Data,Regional Level ICU,Regional Map,West,2020-10-31,ICU Hospital Beds Available,6
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-01,ICU Hospital Beds in Use,13
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-01,Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-01,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-01,Percent of Available ICU Hospital Beds,0.28
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-01,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-02,ICU Hospital Beds in Use,13
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-02,Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-02,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-02,Percent of Available ICU Hospital Beds,0.28
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-02,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-03,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-03,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-03,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-03,Percent of Available ICU Hospital Beds,0.22
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-03,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-04,ICU Hospital Beds in Use,16
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-04,Percent of ICU Hospital Beds in Use,0.89
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-04,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-04,Percent of Available ICU Hospital Beds,0.11
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-04,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-05,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-05,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-05,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-05,Percent of Available ICU Hospital Beds,0.22
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-05,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-06,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-06,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-06,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-06,Percent of Available ICU Hospital Beds,0.33
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-06,ICU Hospital Beds Available,6
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-07,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-07,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-07,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-07,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-07,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-08,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-08,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-08,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-08,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-08,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-09,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-09,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-09,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-09,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-09,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-10,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-10,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-10,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-10,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-10,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-11,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-11,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-11,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-11,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-11,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-12,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-12,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-12,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-12,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-12,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-13,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-13,Percent of ICU Hospital Beds in Use,0.44
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-13,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-13,Percent of Available ICU Hospital Beds,0.56
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-13,ICU Hospital Beds Available,10
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-14,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-14,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-14,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-14,Percent of Available ICU Hospital Beds,0.33
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-14,ICU Hospital Beds Available,6
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-15,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-15,Percent of ICU Hospital Beds in Use,0.61
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-15,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-15,Percent of Available ICU Hospital Beds,0.39
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-15,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-16,ICU Hospital Beds in Use,13
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-16,Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-16,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-16,Percent of Available ICU Hospital Beds,0.28
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-16,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-17,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-17,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-17,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-17,Percent of Available ICU Hospital Beds,0.22
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-17,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-18,ICU Hospital Beds in Use,13
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-18,Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-18,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-18,Percent of Available ICU Hospital Beds,0.28
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-18,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-19,ICU Hospital Beds in Use,15
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-19,Percent of ICU Hospital Beds in Use,0.83
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-19,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-19,Percent of Available ICU Hospital Beds,0.17
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-19,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-20,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-20,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-20,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-20,Percent of Available ICU Hospital Beds,0.22
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-20,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-21,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-21,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-21,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-21,Percent of Available ICU Hospital Beds,0.22
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-21,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-22,ICU Hospital Beds in Use,19
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-22,Percent of ICU Hospital Beds in Use,0.79
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-22,Total ICU Hospital Beds,24
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-22,Percent of Available ICU Hospital Beds,0.21
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-22,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-23,ICU Hospital Beds in Use,13
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-23,Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-23,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-23,Percent of Available ICU Hospital Beds,0.28
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-23,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-24,ICU Hospital Beds in Use,17
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-24,Percent of ICU Hospital Beds in Use,0.94
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-24,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-24,Percent of Available ICU Hospital Beds,0.06
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-24,ICU Hospital Beds Available,1
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-25,ICU Hospital Beds in Use,16
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-25,Percent of ICU Hospital Beds in Use,0.89
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-25,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-25,Percent of Available ICU Hospital Beds,0.11
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-25,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-26,ICU Hospital Beds in Use,15
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-26,Percent of ICU Hospital Beds in Use,0.83
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-26,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-26,Percent of Available ICU Hospital Beds,0.17
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-26,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-27,ICU Hospital Beds in Use,15
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-27,Percent of ICU Hospital Beds in Use,0.83
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-27,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-27,Percent of Available ICU Hospital Beds,0.17
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-27,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-28,ICU Hospital Beds in Use,15
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-28,Percent of ICU Hospital Beds in Use,0.83
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-28,Total ICU Hospital Beds,18
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-28,Percent of Available ICU Hospital Beds,0.17
Hospital Data,Regional Level ICU,Regional Map,West,2020-11-28,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,Central Mountains,NA,30 Day Difference in ICU Beds in Use,-1
Hospital Data,Regional Level ICU,Regional Map,Central Mountains,NA,30 Day Difference in Percent of Available ICU Beds,0.01
Hospital Data,Regional Level ICU,Regional Map,Central Mountains,NA,30 Day Difference in Total ICU Beds,-1
Hospital Data,Regional Level ICU,Regional Map,Colorado,NA,30 Day Difference in ICU Beds in Use,-174
Hospital Data,Regional Level ICU,Regional Map,Colorado,NA,30 Day Difference in Percent of Available ICU Beds,0.04
Hospital Data,Regional Level ICU,Regional Map,Colorado,NA,30 Day Difference in Total ICU Beds,-143
Hospital Data,Regional Level ICU,Regional Map,Foothills,NA,30 Day Difference in ICU Beds in Use,26
Hospital Data,Regional Level ICU,Regional Map,Foothills,NA,30 Day Difference in Percent of Available ICU Beds,0.01
